"","ï..License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"1133",2197689,"FARM DISTILLER ""D""",207,"DD","Albany",2,"WARREN","HIGH PEAKS DISTILLING LLC","","1 CANADA ST","","LAKE GEORGE","NY",12845,890906,2015-06-26,2017-06-01,2020-05-31,43.41701,-73.71422,"(43.41701, -73.71422)"
"1134",2209071,"FARM DISTILLER ""D""",207,"DD","Albany",2,"WARREN","NORTHEAST CRAFT SPIRITS LLC","","18A CURRAN LN","","GLENS FALLS","NY",12801,894865,2017-09-29,2017-09-29,2020-08-31,43.31279,-73.63592,"(43.31279, -73.63592)"
"1135",2212294,"FARM DISTILLER ""D""",207,"DD","Albany",2,"WARREN","AMERICAN OAK DISTILLERY LLC","","209 NEW VERMONT RD","","BOLTON LANDING","NY",12814,908149,2018-08-22,2018-08-22,2021-07-31,43.6117,-73.69455,"(43.6117, -73.69455)"
"1136",2014053,"MICRO BREWER",101,"MI","Albany",2,"WARREN","DAVIDSON BROTHERS BREWING LLC","","184 GLEN STREET","","GLENS FALLS","NY",12801,907781,NA,2018-10-01,2019-09-30,43.30988524,-73.6446076,"(43.30988524, -73.6446076)"
"1137",2214124,"MICRO BREWER",101,"MI","Albany",2,"WARREN","MEAN MAX BREW WORKS LLC","MEAN MAX BREW WORKS","193 GLEN ST","","GLENS FALLS","NY",12801,999999,2019-01-17,2019-07-01,2022-06-30,43.31011,-73.64453,"(43.31011, -73.64453)"
"1138",2207207,"MICRO BREWER",101,"MI","Albany",2,"WARREN","BOLTON LANDING BREWING COMPANY LLC","BOLTON LANDING BREWING COMPANY","4933 LAKE SHORE DR","","BOLTON LANDING","NY",12814,903176,2017-09-07,2018-09-01,2019-08-31,43.55571,-73.65583,"(43.55571, -73.65583)"
"1139",2014052,"MICRO BREWER",101,"MI","Albany",2,"WARREN","COOPERS CAVE ALE COMPANY LTD","","2 SAGAMORE ST","","GLENS FALLS","NY",12801,909803,NA,2018-12-01,2019-11-30,43.31743081,-73.63969382,"(43.31743081, -73.63969382)"
"1140",2199048,"MICRO BREWER",101,"MI","Albany",2,"WARREN","ADIRONDACK PUB & BREWERY INC","","33 CANADA ST","","LAKE GEORGE","NY",12845,915496,2015-06-26,2019-06-01,2020-05-31,43.4185,-73.71412,"(43.4185, -73.71412)"
"1141",2195604,"MICRO BREWER",101,"MI","Albany",2,"WARREN","GLENS FALLS BREWING COMPANY LLC","LAKE GEORGE BREW HOUSE","1043 STATE RTE 9","","QUEENSBURY","NY",12804,914500,2014-05-14,2019-05-01,2020-04-30,43.34395,-73.68519,"(43.34395, -73.68519)"
"1142",2158930,"WINERY",301,"DW","Albany",2,"WARREN","ADIRONDACK WINERY LLC","","395 BIG BAY RD","","QUEENSBURY","NY",12804,883808,2010-10-08,2016-10-01,2019-09-30,43.29078017,-73.6820309,"(43.29078017, -73.6820309)"
"1143",2158821,"WINERY / FARM WINERY RETAIL",305,"WA","Albany",2,"WARREN","ADIRONDACK WINERY LLC","ADIRONDACK WINERY","285 CANADA ST","","LAKE GEORGE","NY",12845,889299,2010-09-20,2017-05-09,2019-09-30,43.42572426,-73.7127071,"(43.42572426, -73.7127071)"
"1144",2207386,"WINERY / FARM WINERY RETAIL",305,"WA","Albany",2,"WARREN","ADIRONDACK WINERY LLC","","4971 LAKE SHORE DR","STE 2","BOLTON LANDING","NY",12814,889403,2017-05-25,2017-05-25,2020-04-30,43.55814,-73.65491,"(43.55814, -73.65491)"
"1145",2201325,"DISTILLER ""A-1""",206,"DA","Albany",2,"WASHINGTON","SPRINGBROOK HOLLOW FARM DISTILLERY LLC","","133 CLEMENTS RD","","QUEENSBURY","NY",12804,918705,2016-01-28,2019-01-01,2021-12-31,43.40524,-73.6185,"(43.40524, -73.6185)"
"1146",2211297,"DISTILLER ""B-1""",205,"DB","Albany",2,"WASHINGTON","TONIC & TINCTURES BITTERS COMPANY INC","","1 W MAIN ST","UNIT 5","CAMBRIDGE","NY",12816,898347,2018-07-03,2018-07-03,2021-06-30,43.02793,-73.38102,"(43.02793, -73.38102)"
"1147",2200097,"FARM BREWER",106,"FD","Albany",2,"WASHINGTON","BATTLE HILL BREWING COMPANY LLC","BATTLE HILL BREWING","4C CHARLES ST","","FORT ANN","NY",12827,919738,2015-08-25,2019-08-01,2020-07-31,43.41659,-73.48751,"(43.41659, -73.48751)"
"1148",2200055,"FARM BREWER",106,"FD","Albany",2,"WASHINGTON","R S TAYLOR & SONS BREWERY LLC","","3602 COUNTY RTE 30","","SALEM","NY",12865,920041,2015-08-05,2019-08-01,2020-07-31,43.2557,-73.37586,"(43.2557, -73.37586)"
"1149",2192175,"FARM BREWER",106,"FD","Albany",2,"WASHINGTON","ARGYLE BREWING COMPANY LLC","","1 MAIN ST","","GREENWICH","NY",12834,912474,2014-03-05,2019-03-01,2020-02-29,43.08755101,-73.49699557,"(43.08755101, -73.49699557)"
"1150",2210667,"FARM BREWER",106,"FD","Albany",2,"WASHINGTON","SLATE TOWN BREWING COMPANY LLC","","31 MAIN ST","","GRANVILLE","NY",12832,919661,2018-08-20,2019-08-01,2020-07-31,43.40839,-73.25636,"(43.40839, -73.25636)"
"1151",2212154,"FARM DISTILLER ""D""",207,"DD","Albany",2,"WASHINGTON","MAIN STREET DISTILLERY LLC","","120 MAIN ST","","ARGYLE","NY",12809,910983,2019-05-08,2019-05-08,2022-04-30,43.24053,-73.49156,"(43.24053, -73.49156)"
"1152",2194795,"FARM DISTILLER ""D""",207,"DD","Albany",2,"WASHINGTON","SPRINGBROOK HOLLOW FARM DISTILLERY LLC","","133 CLEMENTS ROAD","","QUEENSBURY","NY",12804,888279,2014-04-24,2017-04-01,2020-03-31,43.40515458,-73.61818826,"(43.40515458, -73.61818826)"
"1153",2190165,"FARM DISTILLER ""D""",207,"DD","Albany",2,"WASHINGTON","LAKE GEORGE DISTILLING COMPANY LLC","","11262 STATE RTE 149","","FORT ANN","NY",12827,913956,2013-05-16,2019-05-01,2022-04-30,43.4134858,-73.50302125,"(43.4134858, -73.50302125)"
"1154",2209091,"FARM DISTILLER ""D""",207,"DD","Albany",2,"WASHINGTON","LUCKEY SPIRITS LLC","LUCKEY SPIRITS","112 MOUNTAIN RD","","GREENWICH","NY",12834,894947,2017-10-16,2017-10-16,2020-09-30,43.01661,-73.53393,"(43.01661, -73.53393)"
"1156",2186913,"FARM WINERY",302,"FW","Albany",2,"WASHINGTON","VICTORY VIEW VINEYARD LLC","VICTORY VIEW VINEYARD","11975 STATE RTE 40","","SCHAGHTICOKE","NY",12154,886556,2012-10-23,2016-10-24,2019-09-30,43.00660858,-73.54858401,"(43.00660858, -73.54858401)"
"1157",2196169,"FARM WINERY",302,"FW","Albany",2,"WASHINGTON","NORTHERN STAR VINEYARD LLC","NORTHERN STAR VINEYARD","1103 BEADLE HILL RD","","VALLEY FALLS","NY",12185,896681,2014-12-29,2018-02-06,2020-11-30,42.98024,-73.52126,"(42.98024, -73.52126)"
"1158",2145754,"FARM WINERY",302,"FW","Albany",2,"WASHINGTON","SPIRIT EARTH ORGANICS INC","AMORICI VINEYARD","637 COLONEL BURCH RD","","VALLEY FALLS","NY",12185,913597,2009-04-01,2019-04-01,2022-03-31,42.94997918,-73.53093698,"(42.94997918, -73.53093698)"
"1159",2130023,"FARM WINERY",302,"FW","Albany",2,"WASHINGTON","SLYBORO CIDER HOUSE LLC","","18 HICKS RD","","GRANVILLE","NY",12832,888869,2006-10-23,2017-03-07,2019-09-30,43.41308132,-73.33153495,"(43.41308132, -73.33153495)"
"1162",3130707,"DISTILLER ""B""",202,"DB","Buffalo",3,"WAYNE","MOTTS LLP","","4363 ROUTE 104","","WILLIAMSON","NY",14589,885687,2007-10-12,2016-10-11,2019-09-30,43.23495951,-77.17369428,"(43.23495951, -77.17369428)"
"1163",3153553,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"WAYNE","GLENROSE SPIRITS LLC","","5052 COVELL RD","","N ROSE","NY",14516,919476,2013-09-23,2019-09-01,2022-08-31,43.18729513,-76.91410731,"(43.18729513, -76.91410731)"
"1164",3152172,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"WAYNE","CELK DISTILLING LLC","APPLE C'NTRY SPIRITS, SILVERBACK DIST, ROOTSTOCK","3274 EDDY RD","","WILLIAMSON","NY",14589,885463,2012-09-17,2016-10-17,2019-08-31,43.20156169,-77.22518945,"(43.20156169, -77.22518945)"
"1165",3162322,"FARM WINERY",302,"FW","Buffalo",3,"WAYNE","SODUS BAY CIDER LLC","","6246 SHAKER TRACT RD","","NORTH ROSE","NY",14516,915626,2019-05-01,2019-05-01,2022-04-30,43.22723,-76.94729,"(43.22723, -76.94729)"
"1166",3162585,"FARM WINERY",302,"FW","Buffalo",3,"WAYNE","KEG RAG CELLAR LLC","","5630 NORRIS RD","","NORTH ROSE","NY",14516,915888,2019-07-15,2019-07-15,2022-06-30,43.20515,-76.93312,"(43.20515, -76.93312)"
"1167",3154523,"FARM WINERY",302,"FW","Buffalo",3,"WAYNE","CELK DISTILLING LLC","APPLE C'NTRY SPIRITS, SILVERBACK DIST, ROOTSTOCK","3274 EDDY RD","","WILLIAMSON","NY",14589,888266,2014-03-05,2017-03-01,2020-02-29,43.2021,-77.2235,"(43.2021, -77.2235)"
"1168",3134842,"FARM WINERY",302,"FW","Buffalo",3,"WAYNE","YOUNG SOMMER WINERY LLC","YOUNG SOMMER WINERY","4287 JERSEY ROAD","","WILLIAMSON","NY",14589,919593,2007-09-26,2019-09-01,2022-08-31,43.2558156,-77.17689462,"(43.2558156, -77.17689462)"
"1169",3013900,"FARM WINERY",302,"FW","Buffalo",3,"WAYNE","THORPE VINEYARD INC","THORPE VINEYARD","8150 CHIMNEY HEIGHTS BLVD","T/O HURON","WOLCOTT","NY",14590,919122,1989-07-21,2019-07-01,2022-06-30,43.29143389,-76.89957795,"(43.29143389, -76.89957795)"
"1170",3158629,"FARM WINERY",302,"FW","Buffalo",3,"WAYNE","THOMAS W ROBINSON JR","ROBINSON ESTATES","3079 CAMBIER RD","","NEWARK","NY",14513,894945,2017-10-16,2017-10-16,2020-09-30,43.11736,-77.14678,"(43.11736, -77.14678)"
"1171",3142808,"FARM WINERY",302,"FW","Buffalo",3,"WAYNE","LONG ACRE FARMS LLC","JD WINE CELLARS","1342 EDDY RD","","MACEDON","NY",14502,885696,2009-11-12,2016-11-01,2019-10-31,43.11628143,-77.31358041,"(43.11628143, -77.31358041)"
"1172",1256382,"DISTILLER ""A-1""",206,"DA","New York City",1,"WESTCHESTER","BARON NAHMIAS INC","NAHMIAS ET FILS","201 SAW MILL RIVER RD BLDG C","BLDG C BAY 3 & 4","YONKERS","NY",10701,894238,2011-11-14,2017-11-01,2020-10-31,40.9451922,-73.88012116,"(40.9451922, -73.88012116)"
"1173",1300234,"DISTILLER ""A-1""",206,"DA","New York City",1,"WESTCHESTER","STILLTHEONE DISTILLERY TWO LLC","STILLTHEONE DISTILLERY TWO; STO2","1 MARTIN PL","","PORT CHESTER","NY",10573,882224,2017-11-27,2017-11-27,2020-10-31,40.99765,-73.65984,"(40.99765, -73.65984)"
"1174",1275764,"DISTILLER ""A-1""",206,"DA","New York City",1,"WESTCHESTER","FOOD CYCLE DISTILLERY LLC, THE","NEVERSINK SPIRITS","33 NEW BROAD ST","","PORT CHESTER","NY",10573,895140,2014-12-31,2017-12-01,2020-11-30,41.000332,-73.66567783,"(41.000332, -73.66567783)"
"1175",1301753,"FARM BREWER",106,"FD","New York City",1,"WESTCHESTER","BROKEN BOW BREWERY LLC","BROKEN BOW BREWERY","173 MARBLEDALE RD","","TUCKAHOE","NY",10707,918501,2017-06-21,2019-06-01,2020-05-31,40.95509,-73.81903,"(40.95509, -73.81903)"
"1176",1307227,"FARM BREWER",106,"FD","New York City",1,"WESTCHESTER","DINER BREW COMPANY INC","","2 CORTLANDT ST","STE 1C","MOUNT VERNON","NY",10550,909005,2018-01-25,2019-01-01,2019-12-31,40.71,-74.0102,"(40.71, -74.0102)"
"1177",1309367,"FARM BREWER",106,"FD","New York City",1,"WESTCHESTER","WOLF & WARRIOR BREWING COMPANY LLC","","195A E POST RD","","WHITE PLAINS","NY",10601,903784,2019-01-17,2019-01-17,2019-12-31,41.02988,-73.76377,"(41.02988, -73.76377)"
"1178",1276026,"FARM BREWER",106,"FD","New York City",1,"WESTCHESTER","FERRARI BEER INCORPORATED","FERRARI BEER COMPANY","160 ASHFORD AVE","SUITE 1","DOBBS FERRY","NY",10522,913948,2014-05-13,2019-05-01,2020-04-30,41.01482291,-73.86249501,"(41.01482291, -73.86249501)"
"1180",1313361,"FARM DISTILLER ""D""",207,"DD","New York City",1,"WESTCHESTER","FULL TIME HOBBY DISTILLING CO INC","","28 MAIN ST","","OSSINING","NY",10562,910799,2019-02-28,2019-02-28,2020-05-31,41.15838,-73.86821,"(41.15838, -73.86821)"
"1181",1310596,"FARM DISTILLER ""D""",207,"DD","New York City",1,"WESTCHESTER","HEIMAT NEW YORK LLC","","430 CENTER AVE","","MAMARONECK","NY",10543,898392,2018-07-18,2018-07-18,2021-06-30,40.94985,-73.7438,"(40.94985, -73.7438)"
"1182",1285383,"FARM DISTILLER ""D""",207,"DD","New York City",1,"WESTCHESTER","FOOD CYCLE DISTILLERY LLC, THE","NEVERSINK SPIRITS","33 NEW BROAD ST","SUITE UL-C","PORT CHESTER","NY",10573,881408,2015-10-06,2016-10-01,2019-09-30,41.0003,-73.66562,"(41.0003, -73.66562)"
"1183",1300235,"FARM DISTILLER ""D""",207,"DD","New York City",1,"WESTCHESTER","STILLTHEONE DISTILLERY TWO LLC","STILLTHEONE DISTILLERY TWO; STO2","1 MARTIN PL","","PORT CHESTER","NY",10573,882223,2017-11-27,2017-11-27,2020-10-31,40.99765,-73.65984,"(40.99765, -73.65984)"
"1184",1285207,"FARM DISTILLER ""D""",207,"DD","New York City",1,"WESTCHESTER","VINCENT MIATA","GOOD SHEPHERD DISTILLERY","360 MT PLEASANT AVE","STORE E","MAMARONECK","NY",10543,886972,2015-06-23,2016-12-01,2019-11-30,40.95137,-73.73702,"(40.95137, -73.73702)"
"1185",1286058,"FARM DISTILLER ""D""",207,"DD","New York City",1,"WESTCHESTER","BARON NAHMIAS INC","NAHMIAS ET FILS","201 SAW MILL RIVER RD","BLDG C BAY 3 & 4","YONKERS","NY",10701,919794,2015-07-17,2019-07-18,2022-06-30,40.94519,-73.88012,"(40.94519, -73.88012)"
"1186",1271725,"FARM WINERY",302,"FW","New York City",1,"WESTCHESTER","BROTHERS COVINO LLC","","130 HARDSCRABBLE RD","","NORTH SALEM","NY",10560,885667,2013-11-20,2016-11-01,2019-10-31,41.34954914,-73.634717,"(41.34954914, -73.634717)"
"1188",1258461,"MICRO BREWER",101,"MI","New York City",1,"WESTCHESTER","CAPTAIN LAWRENCE BREWING LLC","CAPTAIN LAWRENCE BREWING","444 SAW MILL RIVER RD","","ELMSFORD","NY",10523,909883,2012-01-09,2018-12-01,2019-11-30,41.06860381,-73.81577602,"(41.06860381, -73.81577602)"
"1189",1275908,"MICRO BREWER",101,"MI","New York City",1,"WESTCHESTER","DUNCAN'S ABBY INC","DUNCAN'S ABBEY","27 STORM ST","","TARRYTOWN","NY",10591,903435,2014-11-12,2018-11-01,2019-10-31,41.07863193,-73.86072099,"(41.07863193, -73.86072099)"
"1190",1312063,"MICRO BREWER",101,"MI","New York City",1,"WESTCHESTER","DECADENT ALES LLC","","139 HOYT AVE","STE A","MAMARONECK","NY",10543,903628,2018-12-06,2018-12-06,2019-11-30,40.95219,-73.73907,"(40.95219, -73.73907)"
"1191",1293161,"MICRO BREWER",101,"MI","New York City",1,"WESTCHESTER","YONKERS BREWING COMPANY LLC","","92 MAIN ST","","YONKERS","NY",10701,915195,2017-01-09,2019-07-01,2020-06-30,40.93439,-73.90288,"(40.93439, -73.90288)"
"1192",1266768,"MICRO BREWER",101,"MI","New York City",1,"WESTCHESTER","BROKEN BOW BREWERY LLC","","173 MARBLEDALE RD","","TUCKAHOE","NY",10707,918650,2013-07-29,2019-07-01,2020-06-30,40.95454927,-73.81913808,"(40.95454927, -73.81913808)"
"1193",1305557,"RESTAURANT BREWER",210,"MR","New York City",1,"WESTCHESTER","CP FACTORIA LLC","FIN & BREW","5 JOHN WALSH BLVD","","PEEKSKILL","NY",10566,862772,2017-12-19,2017-12-19,2020-11-30,41.27519,-73.94202,"(41.27519, -73.94202)"
"1194",1264856,"RESTAURANT BREWER",210,"MR","New York City",1,"WESTCHESTER","SUBLIME FOOD & BEVERAGE CORP","THE PEEKSKILL BREWERY","47 53 WATER ST","","PEEKSKILL","NY",10566,893185,2012-12-07,2017-09-01,2020-08-31,41.28889058,-73.93006733,"(41.28889058, -73.93006733)"
"1196",3160050,"FARM BREWER",106,"FD","Buffalo",3,"WYOMING","WINDY BREW LLC","","733 RTE 20A","","STRYKERSVILLE","NY",14145,999999,2017-12-29,2017-12-29,2020-11-30,42.77013,-78.43518,"(42.77013, -78.43518)"
"1197",3155715,"FARM BREWER",106,"FD","Buffalo",3,"WYOMING","AMBER LANTERN LLC","AMBER LANTERN BREWING COMPANY","44 N MAIN ST","","WARSAW","NY",14569,914124,2015-04-22,2019-04-01,2020-03-31,42.7409,-78.13249,"(42.7409, -78.13249)"
"1198",3158408,"MICRO BREWER",101,"MI","Buffalo",3,"WYOMING","WINDY BREW LLC","","733 RTE 20A","","STRYKERSVILLE","NY",14145,895128,2017-01-19,2018-01-01,2020-11-30,42.77013,-78.43518,"(42.77013, -78.43518)"
"1199",3157837,"MICRO BREWER",101,"MI","Buffalo",3,"WYOMING","SILVER LAKE BREWING PROJECT LLC","SILVER LAKE BREWING PROJECT","14 BORDEN AVE","","PERRY","NY",14530,911663,2017-01-06,2019-01-01,2019-12-31,42.7181,-78.0019,"(42.7181, -78.0019)"
"1200",3154749,"WINERY",301,"DW","Buffalo",3,"WYOMING","MAIN STREET WINERY LLC","","249 MAIN ST","STE 2","ARCADE","NY",14009,890434,2014-05-16,2017-05-01,2020-04-30,42.53444,-78.42293,"(42.53444, -78.42293)"
"1201",3130110,"DISTILLER ""C""",204,"DC","Buffalo",3,"YATES","ROCK STREAM VINEYARDS LLC","","162 FIR TREE POINT ROAD","","ROCK STREAM","NY",14878,900332,2006-06-22,2018-06-01,2021-05-31,42.47140503,-76.91916722,"(42.47140503, -76.91916722)"
"1202",3154090,"FARM BREWER",106,"FD","Buffalo",3,"YATES","LYONSMITH BREWING CO LLC","LYONSMITH BREWING CO","138 WATER ST","","PENN YAN","NY",14527,919499,2014-07-07,2019-07-03,2020-06-30,42.65943849,-77.05421666,"(42.65943849, -77.05421666)"
"1203",3156392,"FARM BREWER",106,"FD","Buffalo",3,"YATES","SENECA LAKE BREWING COMPANY LLC","","4520 STATE RTE 14","","ROCK STREAM","NY",14878,919492,2016-07-07,2019-07-03,2020-06-30,42.45345,-76.91001,"(42.45345, -76.91001)"
"1204",3153247,"FARM BREWER",106,"FD","Buffalo",3,"YATES","CLIMBING BINES CRAFT ALE COMPANY LLC","","511 HANSEN POINT RD","NORTH BUILDING","PENN YAN","NY",14527,913768,2013-05-23,2019-05-01,2020-04-30,42.66011742,-76.93623052,"(42.66011742, -76.93623052)"
"1205",3153497,"FARM BREWER",106,"FD","Buffalo",3,"YATES","ABANDON BREWING COMPANY LLC","ABANDON BREWING COMPANY","2994 MERRITT HILL RD","","PENN YAN","NY",14527,919515,2013-07-31,2019-07-03,2020-06-30,42.63080458,-77.10105951,"(42.63080458, -77.10105951)"
"1206",3157384,"FARM BREWER",106,"FD","Buffalo",3,"YATES","VINEYARD VIEW WINERY LLC","","2971 WILLIAMS HILL RD","","KEUKA PARK","NY",14478,848379,2016-06-08,2016-06-08,2019-10-31,42.62358,-77.10254,"(42.62358, -77.10254)"
"1207",3156954,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"YATES","JESSE F JAYNE & JESSE R JAYNE","BARRINGTON DISTILLERS","5040 BILL BAILEY RD","","DUNDEE","NY",14837,918520,2016-07-28,2019-07-01,2022-06-30,42.52048,-77.04601,"(42.52048, -77.04601)"
"1209",3158555,"FARM WINERY",302,"FW","Buffalo",3,"YATES","TRADEWINDS WINE COMPANY LLC","TRESTLE 31","670 RTE 14","","PENN YAN","NY",14527,889205,2017-04-18,2017-04-18,2020-03-31,42.73151,-76.97229,"(42.73151, -76.97229)"
"1210",3159632,"FARM WINERY",302,"FW","Buffalo",3,"YATES","TABORA FARM & WINERY LLC","","4978 LAKEMONT HIMROD RD","","DUNDEE","NY",14837,849005,2017-12-13,2017-12-13,2020-11-30,42.52349,-76.92976,"(42.52349, -76.92976)"
"1211",3014284,"FARM WINERY",302,"FW","Buffalo",3,"YATES","EAST BRANCH WINERY INC","MCGREGOR VINEYARD","5503 DUTCH STREET","","DUNDEE","NY",14837,884674,1981-03-09,2016-10-01,2019-09-30,42.49916597,-77.10200053,"(42.49916597, -77.10200053)"
"1212",3136293,"FARM WINERY",302,"FW","Buffalo",3,"YATES","SDMD ENTERPRISES LLC","MAGNUS RIDGE WINERY","5900 STATE ROUTE 14","","ROCK STREAM","NY",14878,914433,2008-06-10,2019-06-01,2022-05-31,42.47821395,-76.92393943,"(42.47821395, -76.92393943)"
"1213",3014271,"FARM WINERY",302,"FW","Buffalo",3,"YATES","ANTHONY ROAD WINE CO INC","","1020 ANTHONY RD","","PENN YANN","NY",14527,883566,1990-08-30,2016-08-01,2019-07-31,42.70573357,-76.97529167,"(42.70573357, -76.97529167)"
"1214",3146801,"FARM WINERY",302,"FW","Buffalo",3,"YATES","BLACK WALNUT VINEYARDS LLC","SERENITY VINEYARDS","930 DAVY ROAD","","PENN YAN","NY",14527,920019,2010-07-08,2019-07-25,2022-06-30,42.71573492,-76.97171802,"(42.71573492, -76.97171802)"
"1215",3117591,"FARM WINERY",302,"FW","Buffalo",3,"YATES","ROCK STREAM VINEYARDS LLC","ROCK STREAM VINEYARDS","378 ALLEN ROAD","","ROCK STREAM","NY",14878,918100,2004-02-06,2019-06-01,2022-05-31,42.48056616,-76.93888696,"(42.48056616, -76.93888696)"
"1216",3014281,"FARM WINERY",302,"FW","Buffalo",3,"YATES","KENNETH F & EILEEN M FARNAN","BC FARM WNRY & BARRINGTON CELLARS","2690 GRAY ROAD","VINEYARD & BARRINGTON CELLARS","PENN YAN","NY",145279554,914415,2017-11-01,2019-04-02,2022-03-31,42.54938387,-77.08509204,"(42.54938387, -77.08509204)"
"1217",3121634,"FARM WINERY",302,"FW","Buffalo",3,"YATES","VILLA BELL'ANGELO LLC","VILLA BELLANGELO","150 POPLAR POINT RD","","DUNDEE","NY",14837,915309,2004-06-25,2019-06-01,2022-05-31,42.5652668,-76.9178728,"(42.5652668, -76.9178728)"
"1218",3126505,"FARM WINERY",302,"FW","Buffalo",3,"YATES","STEVEN D SHAW","SHAW VINEYARD","3901 STATE ROUTE 14 UNIT 2","","HIMROD","NY",14842,885663,2005-12-21,2016-12-01,2019-11-30,42.57644198,-76.92979025,"(42.57644198, -76.92979025)"
"1219",3014277,"FARM WINERY",302,"FW","Buffalo",3,"YATES","KEUKA SPRING VINEYARDS LLC","KEUKA SPRING VINEYARDS","243 ROUTE 54 EAST LAKE RD","","PENN YAN","NY",14527,919123,1988-07-05,2019-07-01,2022-06-30,42.629201,-77.07081518,"(42.629201, -77.07081518)"
"1220",3014280,"FARM WINERY",302,"FW","Buffalo",3,"YATES","SENECA SHORE WINERY INC","SENECA SHORE WINE CELLARS","929 DAVY RD","","PENN YAN","NY",14527,914095,1999-04-23,2019-04-01,2022-03-31,42.71562854,-76.97160492,"(42.71562854, -76.97160492)"
"1221",3150825,"FARM WINERY",302,"FW","Buffalo",3,"YATES","TODD W EICHAS & DANI A EICHAS","NEW VINES BED & BREAKFAST","1138 TRAVIS RD","","PENN YAN","NY",14527,884310,2011-11-29,2016-11-01,2019-10-31,42.71526846,-76.98578154,"(42.71526846, -76.98578154)"
"1222",3014294,"FARM WINERY",302,"FW","Buffalo",3,"YATES","MILES WINE CELLARS LLC","","168 RANDALL CROSSING ROAD","","HIMROD","NY",14842,913874,NA,2019-05-01,2022-04-30,42.61705161,-76.9223332,"(42.61705161, -76.9223332)"
"1223",3150325,"FARM WINERY",302,"FW","Buffalo",3,"YATES","MONELLO LLC","","701 STATE ROUTE 14","","PENN YAN","NY",14527,884591,2011-10-28,2016-10-01,2019-09-30,42.73109527,-76.9714795,"(42.73109527, -76.9714795)"
"1224",3014278,"FARM WINERY",302,"FW","Buffalo",3,"YATES","PREJEAN WINERY INC","PREJEAN","561 LEACH RD","AKA 2634 ROUTE 14","PENN YAN","NY",14527,919809,NA,2019-07-19,2022-03-31,42.63854422,-76.94405214,"(42.63854422, -76.94405214)"
"1225",3014268,"FARM WINERY",302,"FW","Buffalo",3,"YATES","HUNT COUNTRY VINEYARDS LLC","HUNT COUNTRY VINEYARDS","4021 ITALY HILL RD","","BRANCHPORT","NY",14418,914365,1988-05-04,2019-05-01,2022-04-30,42.59852621,-77.17255777,"(42.59852621, -77.17255777)"
"1226",3014286,"FARM WINERY",302,"FW","Buffalo",3,"YATES","FULKERSON WINE CELLARS LLC","FULKERSON WINE CELLARS","5576 ROUTE 14","","DUNDEE","NY",14837,915187,2015-06-09,2019-07-01,2022-06-30,42.49321166,-76.92406072,"(42.49321166, -76.92406072)"
"1227",3123005,"FARM WINERY",302,"FW","Buffalo",3,"YATES","ALAN D HUNT","YATES CELLARS","3170 ROUTE 54A","","BLUFF POINT","NY",14478,919043,2004-07-13,2019-07-01,2022-06-30,42.60578649,-77.11703082,"(42.60578649, -77.11703082)"
"1228",3153246,"FARM WINERY",302,"FW","Buffalo",3,"YATES","VINEYARD VIEW WINERY LLC","VINEYARD VIEW WINERY","2971 WILLIAMS HILL RD","","KEUKA PARK","NY",14478,885733,2013-11-06,2016-11-01,2019-10-31,42.62327888,-77.10082872,"(42.62327888, -77.10082872)"
"1229",3158783,"FARM WINERY",302,"FW","Buffalo",3,"YATES","PATRIOT WINES INC","PATRIOT WINES","2324 CORTLANDT RD","","MILO","NY",14527,894761,2017-09-01,2017-09-01,2020-08-31,42.6312,-77.06335,"(42.6312, -77.06335)"
"1230",3152310,"FARM WINERY",302,"FW","Buffalo",3,"YATES","JOHANNES J REINHARDT","KEMMETER WINES","1020 ANTHONY RD","LOCATION A","PENN YAN","NY",14527,884348,2012-12-11,2016-12-01,2019-11-30,42.70578839,-76.9752953,"(42.70578839, -76.9752953)"
"1233",3151896,"FARM WINERY",302,"FW","Buffalo",3,"YATES","RED TAIL RIDGE INC","RED TAIL RIDGE WINERY","846 ST RTE 14","","PENN YAN","NY",14527,918547,2012-08-08,2019-08-01,2022-07-31,42.722829,-76.97295618,"(42.722829, -76.97295618)"
"1234",3154232,"FARM WINERY",302,"FW","Buffalo",3,"YATES","FOX RUN VINEYARDS INC","FOX RUN","670 ROUTE 14","","PENN YAN","NY",14527,886608,2014-01-06,2017-01-01,2019-12-31,42.73237559,-76.97180406,"(42.73237559, -76.97180406)"
"1236",3155922,"FARM WINERY",302,"FW","Buffalo",3,"YATES","CK CELLARS LLC","TORREY RIDGE WINERY EARLE ESTATES MEADERY","2770 RTE 14","","PENN YAN","NY",14527,902368,2015-08-25,2018-08-01,2021-07-31,42.62882,-76.94871,"(42.62882, -76.94871)"
